timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-12T09:15:34,dota2_toxicity_classification,72b33964-c34b-4b20-8bad-d8ef400c34f3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,200.17188240199994,0.0028931898057598677,1.4453527493684405e-05,42.5,96.69394653113605,20.0,0.0023621083364826316,0.0066599636613000005,0.0011115599586611071,0.010133631956443739,United States,USA,south carolina,,,Linux-6.6.56+-x86_64-with-glibc2.35,3.11.11,3.0.1,4,Intel(R) Xeon(R) CPU @ 2.00GHz,2,2 x Tesla T4,-79.9746,32.8608,31.350509643554688,machine,N,1.0
