timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-13T22:36:18,codecarbon,d21ebb2e-dfdb-4335-a460-a64b752af949,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,352.93294003900155,0.00632113056406602,1.7910287895959757e-05,0.0,22.5240401785183,20.0,0.0006146283336827436,0.009876381512210153,0.001970681376427718,0.012461691222320612,Mexico,MEX,mexico city,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.9.21,3.0.1,16,AMD Ryzen 7 3700X 8-Core Processor,1,1 x NVIDIA GeForce RTX 4070 Ti,-99.0898,19.3797,39.13701629638672,machine,N,1.0
