timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-08T13:22:43,codecarbon,018b6698-19be-4840-83d4-1ef35380fed1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,102.67973224401067,0.0041271446607759835,4.019434576405141e-05,12.5,149.49768825137352,20.0,0.0003730376642655594,0.00721262688120794,0.0005507284416944054,0.008136392987167904,Mexico,MEX,mexico city,,,Linux-6.8.0-58-generic-x86_64-with-glibc2.35,3.10.12,3.0.1,20,Intel(R) Core(TM) i9-10850K CPU @ 3.60GHz,1,1 x NVIDIA GeForce RTX 3080,-99.145,19.3821,31.2554931640625,machine,N,1.0
